No,Nama,Jabatan Lama,Jabatan Baru
1112,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Timur,Account Representative Kantor Pelayanan Pajak Madya Bandung
1113,*****,Account Representative Kantor Pelayanan Pajak Pratama Pasuruan,Account Representative Kantor Pelayanan Pajak Madya Bandung
1114,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Barat,Account Representative Kantor Pelayanan Pajak Madya Bandung
1115,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Grogol Petamburan,Account Representative Kantor Pelayanan Pajak Madya Bandung
1116,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Selatan II,Account Representative Kantor Pelayanan Pajak Madya Bandung
1117,*****,Account Representative Kantor Pelayanan Pajak Madya Surabaya,Account Representative Kantor Pelayanan Pajak Madya Bandung
1118,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Selatan I,Account Representative Kantor Pelayanan Pajak Madya Bandung
1119,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Palmerah,Account Representative Kantor Pelayanan Pajak Madya Bandung
1120,*****,Account Representative Kantor Pelayanan Pajak Madya Sidoarjo,Account Representative Kantor Pelayanan Pajak Madya Bandung
1121,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Tiga,Account Representative Kantor Pelayanan Pajak Madya Bandung
1122,*****,Account Representative Kantor Pelayanan Pajak Pratama Palembang Ilir Barat,Account Representative Kantor Pelayanan Pajak Madya Bandung
1123,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Jatinegara,Account Representative Kantor Pelayanan Pajak Madya Bandung
1124,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Utara,Account Representative Kantor Pelayanan Pajak Madya Bandung
1125,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Menteng Tiga,Account Representative Kantor Pelayanan Pajak Madya Bandung
1126,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Rungkut,Account Representative Kantor Pelayanan Pajak Madya Bandung
1127,*****,Account Representative Kantor Pelayanan Pajak Madya Denpasar,Account Representative Kantor Pelayanan Pajak Madya Bandung
1128,*****,Account Representative Kantor Pelayanan Pajak Madya Tangerang,Account Representative Kantor Pelayanan Pajak Madya Bandung
1129,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Medan,Account Representative Kantor Pelayanan Pajak Madya Bandung
1130,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal,Account Representative Kantor Pelayanan Pajak Madya Bandung
1131,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Timur,Account Representative Kantor Pelayanan Pajak Madya Bandung
1132,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Rungkut,Account Representative Kantor Pelayanan Pajak Madya Bandung
1133,*****,Account Representative Kantor Pelayanan Pajak Madya Surabaya,Account Representative Kantor Pelayanan Pajak Madya Bandung
1134,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Koja,Account Representative Kantor Pelayanan Pajak Madya Bandung
1135,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Tangerang,Account Representative Kantor Pelayanan Pajak Madya Bandung
1136,*****,Account Representative Kantor Pelayanan Pajak Madya Banjarmasin,Account Representative Kantor Pelayanan Pajak Madya Bandung
1137,*****,Penelaah Keberatan Kantor Wilayah DJP Jawa Barat I,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1138,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Gayamsari,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1139,*****,Account Representative Kantor Pelayanan Pajak Pratama Batang,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1140,*****,Account Representative Kantor Pelayanan Pajak Pratama Wates,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1141,*****,Account Representative Kantor Pelayanan Pajak Pratama Palembang Ilir Barat,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1142,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Utara,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1143,*****,Account Representative Kantor Pelayanan Pajak Pratama Pandeglang,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1144,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Barat,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1145,*****,Account Representative Kantor Pelayanan Pajak Pratama Kepanjen,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1146,*****,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1147,*****,Account Representative Kantor Pelayanan Pajak Madya Palembang,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1148,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pasar Rebo,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1149,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandar Lampung Satu,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1150,*****,Account Representative Kantor Pelayanan Pajak Madya Bandar Lampung,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1151,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1152,*****,Account Representative Kantor Pelayanan Pajak Pratama Timika,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1153,*****,Account Representative Kantor Pelayanan Pajak Pratama Manokwari,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung
1154,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Barat,Account Representative Kantor Pelayanan Pajak Pratama Sukabumi
1155,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah II,Account Representative Kantor Pelayanan Pajak Pratama Sukabumi
1156,*****,Account Representative Kantor Pelayanan Pajak Pratama Sorong,Account Representative Kantor Pelayanan Pajak Pratama Sukabumi
1157,*****,Pelaksana Kantor Pelayanan Pajak Pratama Yogyakarta,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1158,*****,Pelaksana Kantor Pelayanan Pajak Penanaman Modal Asing Dua,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1159,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1160,*****,Account Representative Kantor Pelayanan Pajak Pratama Batulicin,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1161,*****,Pelaksana Kantor Wilayah DJP Jawa Barat I,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1162,*****,Account Representative Kantor Pelayanan Pajak Pratama Barabai,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1163,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Barat,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1164,*****,Pelaksana Kantor Wilayah DJP Jawa Barat I,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1165,*****,Pelaksana Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1166,*****,Pelaksana Kantor Wilayah DJP Sumatera Barat dan Jambi,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1167,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal,Account Representative Kantor Pelayanan Pajak Pratama Cianjur
1168,*****,Account Representative Kantor Pelayanan Pajak Pratama Kebumen,Account Representative Kantor Pelayanan Pajak Pratama Purwakarta
1169,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Timur,Account Representative Kantor Pelayanan Pajak Pratama Purwakarta
1170,*****,Pelaksana Kantor Wilayah DJP Jakarta Khusus,Account Representative Kantor Pelayanan Pajak Pratama Purwakarta
1171,*****,Account Representative Kantor Pelayanan Pajak Pratama Waingapu,Account Representative Kantor Pelayanan Pajak Pratama Purwakarta
1172,*****,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I,Account Representative Kantor Pelayanan Pajak Pratama Purwakarta
1173,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Cempaka Putih,Account Representative Kantor Pelayanan Pajak Pratama Cimahi
1174,*****,Pelaksana Direktorat Transformasi Proses Bisnis,Account Representative Kantor Pelayanan Pajak Pratama Cimahi
1175,*****,Pelaksana Kantor Wilayah DJP Daerah Istimewa Yogyakarta,Account Representative Kantor Pelayanan Pajak Pratama Cimahi
1176,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tasikmalaya,Account Representative Kantor Pelayanan Pajak Pratama Cimahi
1177,*****,Account Representative Kantor Pelayanan Pajak Pratama Bangkalan,Account Representative Kantor Pelayanan Pajak Pratama Bandung Tegallega
1178,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kemayoran,Account Representative Kantor Pelayanan Pajak Pratama Bandung Tegallega
1179,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kalideres,Account Representative Kantor Pelayanan Pajak Pratama Bandung Tegallega
1180,*****,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cibeunying
1181,*****,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Selatan,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cibeunying
1182,*****,"Pelaksana Bagian Perencanaan, Pengembangan, dan Pemberhentian Pegawai",Account Representative Kantor Pelayanan Pajak Pratama Bandung Cibeunying
1183,*****,Account Representative Kantor Pelayanan Pajak Pratama Tanjung Redeb,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cibeunying
1184,*****,Account Representative Kantor Pelayanan Pajak Pratama Timika,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cibeunying
1185,*****,Account Representative Kantor Pelayanan Pajak Pratama Palembang Ilir Barat,Account Representative Kantor Pelayanan Pajak Pratama Bandung Bojonagara
1186,*****,Account Representative Kantor Pelayanan Pajak Pratama Yogyakarta,Account Representative Kantor Pelayanan Pajak Pratama Bandung Bojonagara
1187,*****,Account Representative Kantor Pelayanan Pajak Pratama Banjarmasin,Account Representative Kantor Pelayanan Pajak Pratama Bandung Bojonagara
1188,*****,Account Representative Kantor Pelayanan Pajak Pratama Padang Satu,Account Representative Kantor Pelayanan Pajak Pratama Bandung Bojonagara
1189,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Bandung Bojonagara
1190,*****,Account Representative Kantor Pelayanan Pajak Pratama Baturaja,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1191,*****,Account Representative Kantor Pelayanan Pajak Pratama Kayu Agung,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1192,*****,Account Representative Kantor Pelayanan Pajak Pratama Palembang Ilir Barat,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1193,*****,Account Representative Kantor Pelayanan Pajak Pratama Singaraja,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1194,*****,Account Representative Kantor Pelayanan Pajak Pratama Palembang Ilir Timur,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1195,*****,Account Representative Kantor Pelayanan Pajak Pratama Baturaja,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1196,*****,Account Representative Kantor Pelayanan Pajak Pratama Kosambi,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1197,*****,Account Representative Kantor Pelayanan Pajak Pratama Balikpapan Timur,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1198,*****,Account Representative Kantor Pelayanan Pajak Pratama Serang Timur,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1199,*****,Account Representative Kantor Pelayanan Pajak Pratama Natar,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1200,*****,Account Representative Kantor Pelayanan Pajak Pratama Tarakan,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas
1201,*****,Pelaksana Bagian Mutasi dan Kepangkatan,Account Representative Kantor Pelayanan Pajak Pratama Tasikmalaya
1202,*****,Account Representative Kantor Pelayanan Pajak Pratama Natar,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1203,*****,Account Representative Kantor Pelayanan Pajak Pratama Batam Utara,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1204,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cimahi,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1205,*****,Pelaksana Kantor Wilayah DJP Jawa Barat I,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1206,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1207,*****,Pelaksana Kantor Pelayanan Pajak Pratama Garut,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1208,*****,Account Representative Kantor Pelayanan Pajak Pratama Waingapu,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1209,*****,Pelaksana Kantor Pelayanan Pajak Pratama Soreang,Account Representative Kantor Pelayanan Pajak Pratama Ciamis
1210,*****,Pelaksana Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Pratama Garut
1211,*****,"Pelaksana Direktorat Potensi, Kepatuhan, dan Penerimaan",Account Representative Kantor Pelayanan Pajak Pratama Garut
1212,*****,Pelaksana Direktorat Penegakan Hukum,Account Representative Kantor Pelayanan Pajak Pratama Garut
1213,*****,Pelaksana Kantor Wilayah DJP Jawa Timur II,Account Representative Kantor Pelayanan Pajak Pratama Garut
1214,*****,Pelaksana Kantor Wilayah DJP Jawa Barat I,Account Representative Kantor Pelayanan Pajak Pratama Garut
1215,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pulogadung,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1216,*****,Pelaksana Kantor Wilayah DJP Jawa Timur II,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1217,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Surabaya,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1218,*****,Account Representative Kantor Pelayanan Pajak Pratama Batulicin,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1219,*****,Pelaksana Kantor Pelayanan Pajak Madya Sidoarjo,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1220,*****,Pelaksana Bagian Umum,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1221,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah II,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1222,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Majalaya
1223,*****,Account Representative Kantor Pelayanan Pajak Pratama Purwokerto,Account Representative Kantor Pelayanan Pajak Pratama Soreang
1224,*****,Pelaksana Kantor Pelayanan Pajak Pratama Garut,Account Representative Kantor Pelayanan Pajak Pratama Soreang
1225,*****,Account Representative Kantor Pelayanan Pajak Pratama Sanggau,Account Representative Kantor Pelayanan Pajak Pratama Soreang
1226,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tasikmalaya,Account Representative Kantor Pelayanan Pajak Pratama Soreang
1227,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ciamis,Account Representative Kantor Pelayanan Pajak Pratama Sumedang
1228,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tanah Abang Tiga,Account Representative Kantor Pelayanan Pajak Madya Bekasi
1229,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Selatan II,Account Representative Kantor Pelayanan Pajak Madya Bekasi
1230,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pancoran,Account Representative Kantor Pelayanan Pajak Madya Bekasi
1231,*****,Account Representative Kantor Pelayanan Pajak Pratama Cibinong,Account Representative Kantor Pelayanan Pajak Madya Bekasi
